mortgage_advisor_name,consumer_1_email,consumer_2_email,consumer_1_email_validity,consumer_2_email_validity,consumer_1_name,consumer_2_name,consumer_1_phone_number,consumer_2_phone_number,consumer_1_phone_number_validity,consumer_1_dob,consumer_2_dob,property_address,mortgage_expiry_date,mortgage_start_date,mortgage_preferential_rate,mortgage_loan_amount,mortgage_property_value,mortgage_type,mortgage_payment_type,mortgage_lender,mortgage_loan_purpose,mortgage_scheme,mortgage_advisor_email,consumer_1_ID,consumer_2_ID
Keith Andrew,active_thou_join@example.com,No second consumer,Valid,No email,Stephen Matthew,No second consumer,7571224234.0,No second consumer,Valid,1981-02-24,No second consumer,"79 Know Policy Street, Quickmouth, Watchland PR4 0PJ",2018-11-08,2026-08-01,1.89,159995.0,201988.0,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Stephen Matthew_1981-02-24,No second consumer
Keith Andrew,thursday_bill_god@example.com,Unknown,Valid,No email,Florin Robert,Azubike Gandhi,7976862712.0,Unknown,Valid,1983-11-16,12/09/1975,"5 Music Drive, Factbury, Currentsex CW11 3FQ",2022-05-31,2026-01-02,2.29,133875.0,289950.0,owner-occupied,repayment,Nationwide BS,remortgage,fixed,point_keep_family@example.com,Florin Robert_1983-11-16,Azubike Gandhi_12/09/1975
Keith Andrew,no_too_there@example.com,Unknown,Valid,No email,Steven Kamila,Amanda Hanuszka,7794593734.0,Unknown,Valid,1942-06-14,02/09/1938,"69 Board Doubt Close, Pressureworth, Longland ST7 2ZA",2018-07-02,2027-07-01,2.34,149145.0,204970.0,owner-occupied,repayment,Precise Mortgages,purchase,fixed,point_keep_family@example.com,Steven Kamila_1942-06-14,Amanda Hanuszka_02/09/1938
Keith Andrew,machine_previous_farm@example.com,No second consumer,Valid,No email,Shona Sarah,No second consumer,7579615993.0,No second consumer,Valid,1931-06-28,No second consumer,"85 Meet Community Street, Beautyham, Conditionshire WS12 4JR",2019-09-30,2023-11-30,1.33,240999.0,315876.0,owner-occupied,repayment,Barclays Bank,product-transfer,fixed,point_keep_family@example.com,Shona Sarah_1931-06-28,No second consumer
Keith Andrew,night_since_village@example.com,No second consumer,Valid,No email,Thomas Pankaj,No second consumer,7723596179.0,No second consumer,Valid,1980-12-16,No second consumer,"253 Wrong Avenue, Affectham, Includesex WV10 6BZ",2018-10-29,2024-10-02,1.94,116999.0,314995.0,owner-occupied,repayment,Bank Of Ireland,purchase,fixed,point_keep_family@example.com,Thomas Pankaj_1980-12-16,No second consumer
Keith Andrew,lot_succeed_think@example.com,Unknown,Valid,No email,Rowan Mitchell,Kerry Salma,7572721798.0,Unknown,Valid,1933-07-16,20/03/1925,"8 Either Street, Bitham, Foodland FY4 4ZF",2021-02-25,2025-07-31,1.65,169299.0,268137.0,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,Rowan Mitchell_1933-07-16,Kerry Salma_20/03/1925
Keith Andrew,whether_first_good@example.com,Unknown,Valid,No email,Joseph Russell,Jagon Andrew,7724619646.0,Unknown,Valid,1929-01-20,05/11/1924,"191 Radio Who Drive, Watchmouth, Matchland M29 8SP",2022-07-01,2024-06-30,1.69,199000.0,212995.0,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Joseph Russell_1929-01-20,Jagon Andrew_05/11/1924
Keith Andrew,time_important_excuse@example.com,whole_wage_fit@example.com,Valid,Valid,Helen Varun,Matthew Claire,7713581241.0,Unknown,Valid,1938-08-06,13/01/1963,"16 Under Sing Road, Receiveton, Acceptsex TF4 2TB",2021-12-17,2027-07-31,2.3,165995.0,310587.0,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Helen Varun_1938-08-06,Matthew Claire_13/01/1963
Keith Andrew,quarter_cook_feel@example.com,No second consumer,Valid,No email,Paul Stephanie,No second consumer,7845927621.0,No second consumer,Valid,1939-04-12,No second consumer,"169 Receive Evidence Avenue, Afterford, Evenland BB7 9ZL",2021-12-17,2024-07-31,1.77,101095.0,292000.0,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Paul Stephanie_1939-04-12,No second consumer
Keith Andrew,fast_toward_reckon@example.com,Unknown,Valid,No email,Samuel Dominic,Thomas Amy,7584473574.0,7893719276.0,Valid,1932-11-21,31/03/1984,"6 Separate Side Road, Countryham, Mindshire SY14 8FD",2021-05-01,2023-09-01,2.15,63605.0,225000.0,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,Samuel Dominic_1932-11-21,Thomas Amy_31/03/1984
Keith Andrew,percent_electric_copy@example.com,Unknown,Valid,No email,Sam Mark,Alexandra Veronica,7834496357.0,Unknown,Valid,1931-03-03,05/06/1925,"250 Arm Motion Avenue, Lunchmouth, Memberland CW12 2GQ",2021-08-01,2026-01-31,2.64,98460.0,198589.0,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Sam Mark_1931-03-03,Alexandra Veronica_05/06/1925
Keith Andrew,own_worse_poor@example.com,okay_elect_hand@example.com,Valid,Valid,Samuel Lynsey,Imran Stephanie,7886589956.0,7591928691.0,Valid,1936-10-05,26/08/1969,"290 Mrs Apparent Street, Notmouth, Comesex L40 7AS",2018-05-17,2023-01-31,2.41,294494.0,350000.0,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,Samuel Lynsey_1936-10-05,Imran Stephanie_26/08/1969
Keith Andrew,television_walk_catch@example.com,No second consumer,Valid,No email,Sara Shawnee,No second consumer,7713454168.0,No second consumer,Valid,1959-05-22,No second consumer,"21 Team Special Avenue, Dividebury, Centsex WA5 3XY",2022-06-30,2025-06-30,1.39,97829.0,187476.0,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,Sara Shawnee_1959-05-22,No second consumer
Keith Andrew,room_north_lady@example.com,room_north_lady@example.com,Valid,Valid,Steven Kimberly,Rebecca Daejaan,7853516299.0,7853516299.0,Valid,1953-04-14,04/08/1968,"106 Clear Road, Brilliantham, Secretaryland NN12 6NR",2019-03-29,2023-12-31,2.19,149084.0,203323.0,owner-occupied,repayment,Halifax,remortgage,fixed,point_keep_family@example.com,Steven Kimberly_1953-04-14,Rebecca Daejaan_04/08/1968
Keith Andrew,serve_advertise_support@example.com,serve_advertise_support@example.com,Valid,Valid,Moses Cheryl,Nicola Leslie,7554436719.0,7931948975.0,Valid,1969-12-27,31/01/1961,"5 Expense Sister Close, Documentby, Ringshire L31 8BF",2021-08-26,2024-10-31,2.09,149995.0,238939.0,owner-occupied,repayment,NatWest,purchase,fixed,point_keep_family@example.com,Moses Cheryl_1969-12-27,Nicola Leslie_31/01/1961
Keith Andrew,word_until_point@example.com,word_until_point@example.com,Valid,Valid,Claudia Ben,Daniel Jak,7775795263.0,7775795263.0,Valid,1952-10-29,04/09/1927,"151 Guess Road, Twelveby, Radioland L40 7AG",2021-10-29,2027-05-31,2.32,151824.0,242969.0,owner-occupied,repayment,Virgin Money,purchase,fixed,point_keep_family@example.com,Claudia Ben_1952-10-29,Daniel Jak_04/09/1927
Keith Andrew,system_necessary_air@example.com,Unknown,Valid,No email,Jason David,Colette Kevin,7956748655.0,7844457974.0,Valid,1979-04-22,18/08/1995,"1 Just Fast Close, Payford, Veryland CW9 8GW",2022-02-01,2023-05-31,1.99,132000.0,500000.0,owner-occupied,repayment,Barclays Bank,product-transfer,tracker,point_keep_family@example.com,Jason David_1979-04-22,Colette Kevin_18/08/1995
Keith Andrew,book_converse_proper@example.com,Unknown,Valid,No email,Charlotte Ross,Jessica Georgy,7755267572.0,Unknown,Valid,1999-05-26,10/08/1966,"37 Special Where Drive, Bagworth, Suitshire SK10 2ZD",2019-09-02,2023-08-31,1.89,158400.0,450000.0,owner-occupied,repayment,Platform,product-transfer,fixed,point_keep_family@example.com,Charlotte Ross_1999-05-26,Jessica Georgy_10/08/1966
Keith Andrew,Unknown,Unknown,No email,No email,Neville Hayley,Christopher Thomas,Unknown,Unknown,No phone number,1963-02-05,24/09/1947,"161 Inside Supply Drive, Senseworth, Speaksex CV6 7PT",2021-10-22,2024-07-31,1.14,165195.0,254950.0,owner-occupied,repayment,TSB,purchase,fixed,point_keep_family@example.com,Neville Hayley_1963-02-05,Christopher Thomas_24/09/1947
Keith Andrew,stupid_number_safe@example.com,Unknown,Valid,No email,Hannah Huaqui,Rachel Dean,7822756767.0,Unknown,Valid,1930-06-27,09/01/1925,"63 Appear Avenue, Hangmouth, Perfectsex CW1 4GT",2021-09-03,2023-09-02,1.87,237560.0,320000.0,owner-occupied,repayment,Santander UK Plc,product-transfer,tracker,point_keep_family@example.com,Hannah Huaqui_1930-06-27,Rachel Dean_09/01/1925
Keith Andrew,story_use_ask@example.com,Unknown,Valid,No email,Clarke Stephanie,Nikki Abigail,7823485798.0,Unknown,Valid,1969-07-07,14/05/1972,"62 Favour Street, Hitby, Policyshire CW2 5UD",2021-12-17,2025-09-30,1.42,191060.0,278750.0,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,Clarke Stephanie_1969-07-07,Nikki Abigail_14/05/1972
Keith Andrew,watch_strategy_language@example.com,Unknown,Valid,No email,Katherine Jessica,Uche Alin,7572246753.0,Unknown,Valid,1941-02-24,04/06/1981,"8 Opportunity Own Road, Togetherworth, Althoughshire L31 8BF",2021-02-08,2027-10-31,2.37,206995.0,300000.0,owner-occupied,interest-only,Santander UK Plc,purchase,fixed,point_keep_family@example.com,Katherine Jessica_1941-02-24,Uche Alin_04/06/1981
Keith Andrew,between_king_west@example.com,between_king_west@example.com,Valid,Valid,Nicola Luke,Brett Robert,7769278979.0,7579234326.0,Valid,1960-12-14,09/06/1988,"83 Sorry Avenue, Socester, Presumeshire CW8 4YP",2018-12-03,2023-10-02,2.12,169495.0,384995.0,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,Nicola Luke_1960-12-14,Brett Robert_09/06/1988
Keith Andrew,choice_six_grow@example.com,No second consumer,Valid,No email,Manjusha James,No second consumer,7549824995.0,No second consumer,Valid,1990-09-06,No second consumer,"161 Find Face Street, Toomouth, Switchland M34 5ZL",2022-06-30,2024-12-31,2.25,110000.0,335200.0,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,Manjusha James_1990-09-06,No second consumer
Keith Andrew,seat_kill_against@example.com,Unknown,Valid,No email,Joseph Kenzie,Ashleigh Lee,7941297758.0,Unknown,Valid,1990-09-01,08/05/1973,"58 Free Road, Loadby, Controlshire M28 1AP",2017-04-26,2022-08-31,1.6,98060.0,289995.0,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,Joseph Kenzie_1990-09-01,Ashleigh Lee_08/05/1973
Keith Andrew,paint_son_a@example.com,Unknown,Invalid,No email,Demee Roberto,Samuel Derek,7752795628.0,Unknown,Valid,1958-04-05,31/03/1977,"31 Appropriate One Road, Excusecester, Drysex PR7 3SB",2019-07-01,2026-08-31,2.51,57234.0,410846.0,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,Demee Roberto_1958-04-05,Samuel Derek_31/03/1977
Keith Andrew,warm_milk_hullo@example.com,Unknown,Valid,No email,Alasan Kerry,Deborah Adam,7586855678.0,Unknown,Valid,1964-04-05,10/11/1988,"48 Push Germany Close, Wordton, Accountsex CH3 6RZ",2018-11-01,2023-08-31,2.25,87450.0,259276.2,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,Alasan Kerry_1964-04-05,Deborah Adam_10/11/1988
Keith Andrew,express_minister_charge@example.com,No second consumer,Valid,No email,Anita Dalbir,No second consumer,7959699425.0,No second consumer,Valid,1966-08-07,No second consumer,"3 Fun Rid Street, Eatmouth, Recordland M34 5US",2021-12-17,2023-11-02,1.84,239995.0,290000.0,owner-occupied,interest-only,TSB,purchase,fixed,point_keep_family@example.com,Anita Dalbir_1966-08-07,No second consumer
Keith Andrew,sort_smoke_however@example.com,slow_light_terrible@example.com,Valid,Valid,Lois Jade,David Steven,7547941736.0,7584398353.0,Valid,1995-07-03,05/07/1981,"34 Attend Goodbye Road, Windowworth, Ownsex LS27 8YL",2019-08-02,2024-12-31,1.93,171495.0,327023.0,owner-occupied,repayment,Barclays Bank,remortgage,fixed,point_keep_family@example.com,Lois Jade_1995-07-03,David Steven_05/07/1981
Keith Andrew,amount_enough_fine@example.com,No second consumer,Valid,No email,Carla Natalie,No second consumer,7841376523.0,No second consumer,Valid,1936-05-07,No second consumer,"49 Elect Road, Settleton, Politicland L35 7AG",2018-12-21,2023-01-31,1.53,157495.0,285000.0,owner-occupied,repayment,Nationwide BS,purchase,fixed,point_keep_family@example.com,Carla Natalie_1936-05-07,No second consumer
Keith Andrew,board_window_area@example.com,Unknown,Valid,No email,Ciara Joseph,Ricardo Andrew,7866262858.0,Unknown,Valid,1977-02-13,20/03/1956,"56 Collect Close, Straightcester, Qualityshire WA5 3XY",2019-05-09,2026-04-30,2.03,112062.0,175854.0,owner-occupied,repayment,HSBC,purchase,fixed,point_keep_family@example.com,Ciara Joseph_1977-02-13,Ricardo Andrew_20/03/1956
Keith Andrew,job_common_quiet@example.com,Unknown,Valid,No email,Rebecca Katie,Stuart Susan,7583183536.0,7726484454.0,Valid,1931-10-28,10/05/1986,"224 Plan Fun Road, Heham, Weighshire L31 8BF",2021-10-29,2024-12-02,1.54,250682.0,339995.0,owner-occupied,repayment,HSBC,purchase,fixed,point_keep_family@example.com,Rebecca Katie_1931-10-28,Stuart Susan_10/05/1986
Keith Andrew,Unknown,Unknown,No email,No email,Adam Onkar,Steven Jonathan,7593233451.0,7797533433.0,Valid,1978-07-17,20/11/1980,"1 Weigh Flat Avenue, Telephonemouth, Closesshire CV33 9UJ",2021-06-01,2025-06-30,2.91,177214.0,319750.0,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,point_keep_family@example.com,Adam Onkar_1978-07-17,Steven Jonathan_20/11/1980
Keith Andrew,home_about_house@example.com,No second consumer,Valid,No email,Stephanie Christian,No second consumer,7936615154.0,No second consumer,Valid,1954-06-17,No second consumer,"6 Telephone East Close, Walkcester, Breakland WA5 3XY",2019-11-26,2027-03-31,2.2,151000.0,232443.6,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Stephanie Christian_1954-06-17,No second consumer
Keith Andrew,couple_during_baby@example.com,Unknown,Valid,No email,Richard James,Megan-Olivia Maria,7774328257.0,Unknown,Valid,1973-12-15,18/06/1925,"18 Team Associate Avenue, Suchbury, Otherwiseland WR5 1SZ",2018-07-19,2022-12-31,2.09,103226.0,203995.0,owner-occupied,repayment,NatWest,remortgage,fixed,point_keep_family@example.com,Richard James_1973-12-15,Megan-Olivia Maria_18/06/1925
Keith Andrew,otherwise_specific_be@example.com,Unknown,Valid,No email,Elke Camesha,Karl Mohammed,7812331743.0,Unknown,Valid,1982-11-09,20/11/1987,"128 Age Home Drive, Nearmouth, Inshire WS12 4WH",2019-12-19,2026-04-30,1.99,275361.0,336866.0,owner-occupied,repayment,NatWest,purchase,fixed,point_keep_family@example.com,Elke Camesha_1982-11-09,Karl Mohammed_20/11/1987
Keith Andrew,stick_beat_scotland@example.com,No second consumer,Valid,No email,Susan Racheal,No second consumer,7742694413.0,No second consumer,Valid,1948-08-21,No second consumer,"5 Thirty Avenue, Bloodworth, Dateland PR7 3SE",2022-03-17,2025-03-31,2.69,166990.0,239335.4,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Susan Racheal_1948-08-21,No second consumer
Keith Andrew,break_across_pick@example.com,break_across_pick@example.com,Valid,Valid,Sally James,Nicola Rebecca,7898235428.0,Unknown,Valid,1951-07-18,05/07/1957,"8 Finish Close, Usemouth, Fullsex WV10 6EF",2021-12-02,2023-04-02,2.78,146604.0,202995.0,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,Sally James_1951-07-18,Nicola Rebecca_05/07/1957
Keith Andrew,people_shop_effect@example.com,people_shop_effect@example.com,Valid,Valid,Mahendra Graham,Christopher Matthew,7546373914.0,7546373914.0,Valid,1972-04-10,06/06/1962,"23 Course Way Close, Mentionmouth, Pageshire WA9 5TR",2022-05-24,2024-10-31,1.74,158960.0,234187.0,owner-occupied,repayment,Nationwide BS,purchase,fixed,point_keep_family@example.com,Mahendra Graham_1972-04-10,Christopher Matthew_06/06/1962
Keith Andrew,print_quite_piece@example.com,No second consumer,Valid,No email,Ben Hannah,No second consumer,7886533184.0,No second consumer,Valid,1926-10-04,No second consumer,"5 Chair Thirteen Street, Futureworth, Weighland CV6 7PX",2021-03-17,2027-01-31,2.18,150000.0,194995.0,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,Ben Hannah_1926-10-04,No second consumer
Keith Andrew,converse_begin_clean@example.com,Unknown,Valid,No email,Hannah Sally,Robyn Nadine,7979985448.0,Unknown,Valid,1980-05-30,26/12/1922,"84 Bag Close, Asmouth, Contractshire ST7 2ZA",2021-03-26,2022-08-31,1.04,196235.0,293000.0,owner-occupied,repayment,Leeds BS,purchase,fixed,point_keep_family@example.com,Hannah Sally_1980-05-30,Robyn Nadine_26/12/1922
Keith Andrew,employ_little_word@example.com,No second consumer,Valid,No email,Rebecca Benjamin,No second consumer,7999226286.0,No second consumer,Valid,1964-01-10,No second consumer,"8 Company Eleven Drive, Middleham, Buildshire PR25 5PG",2021-01-11,2025-09-30,2.28,126165.0,208068.8,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,Rebecca Benjamin_1964-01-10,No second consumer
Keith Andrew,waste_occasion_divide@example.com,month_english_express@example.com,Valid,Valid,Timothy Laura,Ryan Harry,7876235418.0,7526465157.0,Valid,1960-09-18,12/02/1962,"2 God Street, Goodbyeham, Useland L40 7AZ",2019-06-21,2022-07-31,2.34,125960.0,241995.0,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,Timothy Laura_1960-09-18,Ryan Harry_12/02/1962
Keith Andrew,move_result_there@example.com,Unknown,Valid,No email,Jorden Andrew,James Connor,7834157488.0,7857993681.0,Valid,1930-03-05,02/01/1974,"15 Speak Close, Mustford, Sitshire ST7 2HN",2022-02-01,2022-09-30,2.27,139195.0,257944.0,owner-occupied,repayment,Principality BS,product-transfer,fixed,point_keep_family@example.com,Jorden Andrew_1930-03-05,James Connor_02/01/1974
Keith Andrew,income_week_inform@example.com,Unknown,Valid,No email,Robert Adam,Christopher Levi,7949157766.0,Unknown,Valid,1953-11-20,10/06/1987,"8 Strategy Close, Printcester, Cornersex WS11 9AG",2021-04-30,2023-09-30,1.84,157496.0,230441.6,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,Robert Adam_1953-11-20,Christopher Levi_10/06/1987
Keith Andrew,absolute_look_week@example.com,Unknown,Valid,No email,Laura Malporu,Cristian Alexandra,7557443792.0,Unknown,Valid,1987-08-15,07/09/1933,"3 Client Germany Drive, Questionham, Risesex CA28 9BW",2021-06-28,2024-04-30,3.29,142000.0,215000.0,buy-to-let,repayment,Barclays Bank,purchase,fixed,point_keep_family@example.com,Laura Malporu_1987-08-15,Cristian Alexandra_07/09/1933
Keith Andrew,opportunity_study_find@example.com,Unknown,Valid,No email,Amy Gurjit,Craig Elinor,7898213662.0,7949994783.0,Valid,1936-12-04,23/02/1999,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",2018-06-15,2024-07-31,2.58,146081.0,222529.0,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,Amy Gurjit_1936-12-04,Craig Elinor_23/02/1999
Keith Andrew,some_strategy_table@example.com,No second consumer,Valid,No email,Sameer Amy,No second consumer,7746721279.0,No second consumer,Valid,1996-05-09,No second consumer,"121 Why Avenue, Catchham, Telephoneshire L40 5AA",2021-04-30,2025-03-31,2.79,99796.0,149504.0,owner-occupied,repayment,Skipton BS,remortgage,fixed,point_keep_family@example.com,Sameer Amy_1996-05-09,No second consumer
Keith Andrew,organize_house_yet@example.com,No second consumer,Valid,No email,Delia Shaun,No second consumer,7828946358.0,No second consumer,Valid,1949-01-08,No second consumer,"26 Away Street, Andstead, Affectshire B70 0FJ",2019-08-28,2023-03-02,1.98,178902.0,285978.0,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,Delia Shaun_1949-01-08,No second consumer
