mortgage_advisor_name,consumer_1_email,consumer_2_email,consumer_1_email_validity,consumer_2_email_validity,consumer_1_name,consumer_2_name,consumer_1_phone_number,consumer_2_phone_number,consumer_1_phone_number_validity,consumer_1_dob,consumer_2_dob,consumer_1_correspondence_postcode,consumer_2_correspondence_postcode,property_address,property_value,mortgage_expiry_date,mortgage_start_date,mortgage_preferential_rate,mortgage_loan_amount,mortgage_property_value,mortgage_type,mortgage_payment_type,mortgage_lender,mortgage_loan_purpose,mortgage_scheme,mortgage_advisor_email,mortgage_account_number,mortgage_description,mortgage_charge,mortgage_pct_owned
Keith Andrew,any_best_up@example.com,,Valid,,Ashley Lucy,Carl Rachelle,7847711671,,Valid,1974-02-21,"Thursday, 6 November 1947",,,"4 Project Avenue, Placestead, Christland WA2 8NG",,2019-10-23,2025-08-31,2.99,121122,270000,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,bloke_of_much@example.com,,Valid,,Manu Nicki,Andrew Richard,7854867888,,Valid,1978-02-12,"Wednesday, 8 October 1986",,,"73 Raise Avenue, Bestford, Tiesex M29 8QX",,2021-06-30,2023-09-30,1.57,116974,786625,owner-occupied,repayment,BM Solutions,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,answer_cold_end@example.com,,Valid,,Joanna Maria,Tracy Zara,7547293755,,Valid,1968-02-26,"Tuesday, 9 November 1920",,,"6 Will Avenue, Mightby, Highsex GL2 9FZ",,2018-03-01,2025-10-31,1.59,66519,275995,owner-occupied,repayment,Leeds BS,purchase,fixed,point_keep_family@example.com,,,first-charge,0
Keith Andrew,suggest_drop_between@example.com,,Valid,,Benjamin Faisal,,7899417824,,Valid,1956-12-25,,,,"5 Absolute Improve Drive, Sircester, Sunsex CV6 5LD",,2022-05-31,2022-12-31,1.25,150750,,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,against_around_health@example.com,against_around_health@example.com,Valid,Valid,Mark Lisa,Philip Karly,7743482967,7743482967,Valid,1962-01-30,"Saturday, 17 December 1955",,,"191 Dress Nature Avenue, Bodyworth, Letterland CW11 3DF",,2018-04-11,2026-10-31,2.39,230175,370000,owner-occupied,repayment,Leeds BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,active_thou_join@example.com,,Valid,,Stephen Matthew,,7571224234,,Valid,1981-02-24,,,,"79 Know Policy Street, Quickmouth, Watchland PR4 0PJ",,2018-11-08,2026-08-01,1.89,159995,,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,thursday_bill_god@example.com,,Valid,,Florin Robert,Azubike Gandhi,7976862712,,Valid,1983-11-16,"Friday, 12 September 1975",,,"5 Music Drive, Factbury, Currentsex CW11 3FQ",,2022-05-31,2026-01-02,2.29,133875,289950,owner-occupied,repayment,Nationwide BS,remortgage,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,no_too_there@example.com,,Valid,,Steven Kamila,Amanda Hanuszka,7794593734,,Valid,1942-06-14,"Friday, 2 September 1938",,,"69 Board Doubt Close, Pressureworth, Longland ST7 2ZA",,2018-07-02,2027-07-01,2.34,149145,204970,owner-occupied,repayment,Precise Mortgages,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,machine_previous_farm@example.com,,Valid,,Shona Sarah,,7579615993,,Valid,1931-06-28,,,,"85 Meet Community Street, Beautyham, Conditionshire WS12 4JR",,2019-09-30,2023-11-30,1.33,240999,,owner-occupied,repayment,Barclays Bank,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,night_since_village@example.com,,Valid,,Thomas Pankaj,,7723596179,,Valid,1980-12-16,,,,"253 Wrong Avenue, Affectham, Includesex WV10 6BZ",,2018-10-29,2024-10-02,1.94,116999,314995,owner-occupied,repayment,Bank Of Ireland,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,lot_succeed_think@example.com,,Valid,,Rowan Mitchell,Kerry Salma,7572721798,,Valid,1933-07-16,"Friday, 20 March 1925",,,"8 Either Street, Bitham, Foodland FY4 4ZF",,2021-02-25,2025-07-31,1.65,169299,,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,whether_first_good@example.com,,Valid,,Joseph Russell,Jagon Andrew,7724619646,,Valid,1929-01-20,"Wednesday, 5 November 1924",,,"191 Radio Who Drive, Watchmouth, Matchland M29 8SP",,2022-07-01,2024-06-30,1.69,199000,212995,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,time_important_excuse@example.com,whole_wage_fit@example.com,Valid,Valid,Helen Varun,Matthew Claire,7713581241,,Valid,1938-08-06,"Sunday, 13 January 1963",,,"16 Under Sing Road, Receiveton, Acceptsex TF4 2TB",,2021-12-17,2027-07-31,2.3,165995,,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,quarter_cook_feel@example.com,,Valid,,Paul Stephanie,,7845927621,,Valid,1939-04-12,,,,"169 Receive Evidence Avenue, Afterford, Evenland BB7 9ZL",,2021-12-17,2024-07-31,1.77,101095,292000,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,fast_toward_reckon@example.com,,Valid,,Samuel Dominic,Thomas Amy,7584473574,7893719276,Valid,1932-11-21,"Saturday, 31 March 1984",,,"6 Separate Side Road, Countryham, Mindshire SY14 8FD",,2021-05-01,2023-09-01,2.15,63605,225000,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,percent_electric_copy@example.com,,Valid,,Sam Mark,Alexandra Veronica,7834496357,,Valid,1931-03-03,"Friday, 5 June 1925",,,"250 Arm Motion Avenue, Lunchmouth, Memberland CW12 2GQ",,2021-08-01,2026-01-31,2.64,98460,,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,0
Keith Andrew,own_worse_poor@example.com,okay_elect_hand@example.com,Valid,Valid,Samuel Lynsey,Imran Stephanie,7886589956,7591928691,Valid,1936-10-05,"Tuesday, 26 August 1969",,,"290 Mrs Apparent Street, Notmouth, Comesex L40 7AS",,2018-05-17,2023-01-31,2.41,294494,350000,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,television_walk_catch@example.com,,Valid,,Sara Shawnee,,7713454168,,Valid,1959-05-22,,,,"21 Team Special Avenue, Dividebury, Centsex WA5 3XY",,2022-06-30,2025-06-30,1.39,97829,187476,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,,,first-charge,0
Keith Andrew,room_north_lady@example.com,room_north_lady@example.com,Valid,Valid,Steven Kimberly,Rebecca Daejaan,7853516299,7853516299,Valid,1953-04-14,"Sunday, 4 August 1968",,,"106 Clear Road, Brilliantham, Secretaryland NN12 6NR",,2019-03-29,2023-12-31,2.19,149084,203323,owner-occupied,repayment,Halifax,remortgage,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,serve_advertise_support@example.com,serve_advertise_support@example.com,Valid,Valid,Moses Cheryl,Nicola Leslie,7554436719,7931948975,Valid,1969-12-27,"Tuesday, 31 January 1961",,,"5 Expense Sister Close, Documentby, Ringshire L31 8BF",,2021-08-26,2024-10-31,2.09,149995,,owner-occupied,repayment,NatWest,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,word_until_point@example.com,word_until_point@example.com,Valid,Valid,Claudia Ben,Daniel Jak,7775795263,7775795263,Valid,1952-10-29,"Sunday, 4 September 1927",,,"151 Guess Road, Twelveby, Radioland L40 7AG",,2021-10-29,2027-05-31,2.32,151824,,owner-occupied,repayment,Virgin Money,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,system_necessary_air@example.com,,Valid,,Jason David,Colette Kevin,7956748655,7844457974,Valid,1979-04-22,"Friday, 18 August 1995",,,"1 Just Fast Close, Payford, Veryland CW9 8GW",,2022-02-01,2023-05-31,1.99,132000,500000,owner-occupied,repayment,Barclays Bank,product-transfer,tracker,point_keep_family@example.com,,,first-charge,
Keith Andrew,book_converse_proper@example.com,,Valid,,Charlotte Ross,Jessica Georgy,7755267572,,Valid,1999-05-26,"Wednesday, 10 August 1966",,,"37 Special Where Drive, Bagworth, Suitshire SK10 2ZD",,2019-09-02,2023-08-31,1.89,158400,450000,owner-occupied,repayment,Platform,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,,,,,Neville Hayley,Christopher Thomas,,,,1963-02-05,"Wednesday, 24 September 1947",,,"161 Inside Supply Drive, Senseworth, Speaksex CV6 7PT",,2021-10-22,2024-07-31,1.14,165195,254950,owner-occupied,repayment,TSB,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,stupid_number_safe@example.com,,Valid,,Hannah Huaqui,Rachel Dean,7822756767,,Valid,1930-06-27,"Friday, 9 January 1925",,,"63 Appear Avenue, Hangmouth, Perfectsex CW1 4GT",,2021-09-03,2023-09-02,1.87,237560,320000,owner-occupied,repayment,Santander UK Plc,product-transfer,tracker,point_keep_family@example.com,,,first-charge,
Keith Andrew,story_use_ask@example.com,,Valid,,Clarke Stephanie,Nikki Abigail,7823485798,,Valid,1969-07-07,"Sunday, 14 May 1972",,,"62 Favour Street, Hitby, Policyshire CW2 5UD",,2021-12-17,2025-09-30,1.42,191060,278750,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,watch_strategy_language@example.com,,Valid,,Katherine Jessica,Uche Alin,7572246753,,Valid,1941-02-24,"Thursday, 4 June 1981",,,"8 Opportunity Own Road, Togetherworth, Althoughshire L31 8BF",,2021-02-08,2027-10-31,2.37,206995,300000,owner-occupied,interest-only,Santander UK Plc,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,between_king_west@example.com,between_king_west@example.com,Valid,Valid,Nicola Luke,Brett Robert,7769278979,7579234326,Valid,1960-12-14,"Thursday, 9 June 1988",,,"83 Sorry Avenue, Socester, Presumeshire CW8 4YP",,2018-12-03,2023-10-02,2.12,169495,384995,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,,,first-charge,0
Keith Andrew,choice_six_grow@example.com,,Valid,,Manjusha James,,7549824995,,Valid,1990-09-06,,,,"161 Find Face Street, Toomouth, Switchland M34 5ZL",,2022-06-30,2024-12-31,2.25,110000,335200,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,seat_kill_against@example.com,,Valid,,Joseph Kenzie,Ashleigh Lee,7941297758,,Valid,1990-09-01,"Tuesday, 8 May 1973",,,"58 Free Road, Loadby, Controlshire M28 1AP",,2017-04-26,2022-08-31,1.6,98060,289995,owner-occupied,repayment,Santander UK Plc,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,paint_son_a@example.com,,Invalid,,Demee Roberto,Samuel Derek,7752795628,,Valid,1958-04-05,"Thursday, 31 March 1977",,,"31 Appropriate One Road, Excusecester, Drysex PR7 3SB",,2019-07-01,2026-08-31,2.51,57234,410846,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,warm_milk_hullo@example.com,,Valid,,Alasan Kerry,Deborah Adam,7586855678,,Valid,1964-04-05,"Thursday, 10 November 1988",,,"48 Push Germany Close, Wordton, Accountsex CH3 6RZ",,2018-11-01,2023-08-31,2.25,87450,,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,express_minister_charge@example.com,,Valid,,Anita Dalbir,,7959699425,,Valid,1966-08-07,,,,"3 Fun Rid Street, Eatmouth, Recordland M34 5US",,2021-12-17,2023-11-02,1.84,239995,290000,owner-occupied,interest-only,TSB,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,sort_smoke_however@example.com,slow_light_terrible@example.com,Valid,Valid,Lois Jade,David Steven,7547941736,7584398353,Valid,1995-07-03,"Sunday, 5 July 1981",,,"34 Attend Goodbye Road, Windowworth, Ownsex LS27 8YL",,2019-08-02,2024-12-31,1.93,171495,327023,owner-occupied,repayment,Barclays Bank,remortgage,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,amount_enough_fine@example.com,,Valid,,Carla Natalie,,7841376523,,Valid,1936-05-07,,,,"49 Elect Road, Settleton, Politicland L35 7AG",,2018-12-21,2023-01-31,1.53,157495,285000,owner-occupied,repayment,Nationwide BS,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,board_window_area@example.com,,Valid,,Ciara Joseph,Ricardo Andrew,7866262858,,Valid,1977-02-13,"Tuesday, 20 March 1956",,,"56 Collect Close, Straightcester, Qualityshire WA5 3XY",,2019-05-09,2026-04-30,2.03,112062,175854,owner-occupied,repayment,HSBC,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,job_common_quiet@example.com,,Valid,,Rebecca Katie,Stuart Susan,7583183536,7726484454,Valid,1931-10-28,"Saturday, 10 May 1986",,,"224 Plan Fun Road, Heham, Weighshire L31 8BF",,2021-10-29,2024-12-02,1.54,250682,339995,owner-occupied,repayment,HSBC,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,,,,,Adam Onkar,Steven Jonathan,7593233451,7797533433,Valid,1978-07-17,"Thursday, 20 November 1980",,,"1 Weigh Flat Avenue, Telephonemouth, Closesshire CV33 9UJ",,2021-06-01,2025-06-30,2.91,177214,319750,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,home_about_house@example.com,,Valid,,Stephanie Christian,,7936615154,,Valid,1954-06-17,,,,"6 Telephone East Close, Walkcester, Breakland WA5 3XY",,2019-11-26,2027-03-31,2.2,151000,,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,couple_during_baby@example.com,,Valid,,Richard James,Megan-Olivia Maria,7774328257,,Valid,1973-12-15,"Thursday, 18 June 1925",,,"18 Team Associate Avenue, Suchbury, Otherwiseland WR5 1SZ",,2018-07-19,2022-12-31,2.09,103226,203995,owner-occupied,repayment,NatWest,remortgage,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,otherwise_specific_be@example.com,,Valid,,Elke Camesha,Karl Mohammed,7812331743,,Valid,1982-11-09,"Friday, 20 November 1987",,,"128 Age Home Drive, Nearmouth, Inshire WS12 4WH",,2019-12-19,2026-04-30,1.99,275361,336866,owner-occupied,repayment,NatWest,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,stick_beat_scotland@example.com,,Valid,,Susan Racheal,,7742694413,,Valid,1948-08-21,,,,"5 Thirty Avenue, Bloodworth, Dateland PR7 3SE",,2022-03-17,2025-03-31,2.69,166990,,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,break_across_pick@example.com,break_across_pick@example.com,Valid,Valid,Sally James,Nicola Rebecca,7898235428,,Valid,1951-07-18,"Friday, 5 July 1957",,,"8 Finish Close, Usemouth, Fullsex WV10 6EF",,2021-12-02,2023-04-02,2.78,146604,202995,owner-occupied,repayment,Halifax,purchase,fixed,point_keep_family@example.com,,,first-charge,0
Keith Andrew,people_shop_effect@example.com,people_shop_effect@example.com,Valid,Valid,Mahendra Graham,Christopher Matthew,7546373914,7546373914,Valid,1972-04-10,"Wednesday, 6 June 1962",,,"23 Course Way Close, Mentionmouth, Pageshire WA9 5TR",,2022-05-24,2024-10-31,1.74,158960,,owner-occupied,repayment,Nationwide BS,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,print_quite_piece@example.com,,Valid,,Ben Hannah,,7886533184,,Valid,1926-10-04,,,,"5 Chair Thirteen Street, Futureworth, Weighland CV6 7PX",,2021-03-17,2027-01-31,2.18,150000,194995,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,converse_begin_clean@example.com,,Valid,,Hannah Sally,Robyn Nadine,7979985448,,Valid,1980-05-30,"Tuesday, 26 December 1922",,,"84 Bag Close, Asmouth, Contractshire ST7 2ZA",,2021-03-26,2022-08-31,1.04,196235,293000,owner-occupied,repayment,Leeds BS,purchase,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,employ_little_word@example.com,,Valid,,Rebecca Benjamin,,7999226286,,Valid,1964-01-10,,,,"8 Company Eleven Drive, Middleham, Buildshire PR25 5PG",,2021-01-11,2025-09-30,2.28,126165,,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,,,first-charge,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,waste_occasion_divide@example.com,month_english_express@example.com,Valid,Valid,Timothy Laura,Ryan Harry,7876235418,7526465157,Valid,1960-09-18,"Monday, 12 February 1962",,,"2 God Street, Goodbyeham, Useland L40 7AZ",,2019-06-21,2022-07-31,2.34,125960,241995,owner-occupied,repayment,NatWest,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,move_result_there@example.com,,Valid,,Jorden Andrew,James Connor,7834157488,7857993681,Valid,1930-03-05,"Wednesday, 2 January 1974",,,"15 Speak Close, Mustford, Sitshire ST7 2HN",,2022-02-01,2022-09-30,2.27,139195,,owner-occupied,repayment,Principality BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,income_week_inform@example.com,,Valid,,Robert Adam,Christopher Levi,7949157766,,Valid,1953-11-20,"Wednesday, 10 June 1987",,,"8 Strategy Close, Printcester, Cornersex WS11 9AG",,2021-04-30,2023-09-30,1.84,157496,,owner-occupied,repayment,Halifax,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,absolute_look_week@example.com,,Valid,,Laura Malporu,Cristian Alexandra,7557443792,,Valid,1987-08-15,"Thursday, 7 September 1933",,,"3 Client Germany Drive, Questionham, Risesex CA28 9BW",,2021-06-28,2024-04-30,3.29,142000,215000,buy-to-let,repayment,Barclays Bank,purchase,fixed,point_keep_family@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Andrew,opportunity_study_find@example.com,,Valid,,Amy Gurjit,Craig Elinor,7898213662,7949994783,Valid,1936-12-04,"Tuesday, 23 February 1999",,,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",,2018-06-15,2024-07-31,2.58,146081,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,opportunity_study_find@example.com,,Valid,,Amy Gurjit,Craig Elinor,7898213662,7949994783,Valid,1936-12-04,"Tuesday, 23 February 1999",,,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",,2018-06-15,2024-07-31,2.58,146081,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,opportunity_study_find@example.com,,Valid,,Amy Gurjit,Craig Elinor,7898213662,7949994783,Valid,1936-12-04,"Tuesday, 23 February 1999",,,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",,2018-06-15,2024-07-31,2.58,146081,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,opportunity_study_find@example.com,,Valid,,Amy Gurjit,Craig Elinor,7898213662,7949994783,Valid,1936-12-04,"Tuesday, 23 February 1999",,,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",,2018-06-15,2024-07-31,2.58,146081,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,opportunity_study_find@example.com,,Valid,,Amy Gurjit,Craig Elinor,7898213662,7949994783,Valid,1936-12-04,"Tuesday, 23 February 1999",,,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",,2018-06-15,2024-07-31,2.58,146081,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
Keith Andrew,opportunity_study_find@example.com,,Valid,,Amy Gurjit,Craig Elinor,7898213662,7949994783,Valid,1936-12-04,"Tuesday, 23 February 1999",,,"1 Brief This Avenue, Whetherworth, Separateshire CV3 3JP",,2018-06-15,2024-07-31,2.58,146081,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,point_keep_family@example.com,,,first-charge,
